Reach,River Sta,Profile,Q Total (cfs),W.S. Elev (ft)
Junction - Junct,9217.4,500 Yr 24 Hr,8033.5,940.39
Junction - Junct,9073.29*,2 Yr 24 Hr,801.8,934.92
Junction - Junct,9073.29*,5 Yr 24 Hr,1271.1,935.92
Junction - Junct,9073.29*,10 Yr 24 Hr,1787.6,936.63
Junction - Junct,9073.29*,25 Yr 24 Hr,2754.8,937.49
Junction - Junct,9073.29*,50 Yr 24 Hr,3668.7,938.15
Junction - Junct,9073.29*,100 Yr 24 Hr,4805.6,938.7
Junction - Junct,9073.29*,200 Yr 24 Hr,6055.7,939.14
Junction - Junct,9073.29*,500 Yr 24 Hr,8033.5,940.09
Junction - Junct,8929.18*,2 Yr 24 Hr,801.8,934.65
Junction - Junct,8929.18*,5 Yr 24 Hr,1271.1,935.68
Junction - Junct,8929.18*,10 Yr 24 Hr,1787.6,936.37
Junction - Junct,8929.18*,25 Yr 24 Hr,2754.8,937.15
Junction - Junct,8929.18*,50 Yr 24 Hr,3668.7,937.76
Junction - Junct,8929.18*,100 Yr 24 Hr,4805.6,938.32
Junction - Junct,8929.18*,200 Yr 24 Hr,6055.7,938.71
Junction - Junct,8929.18*,500 Yr 24 Hr,8033.5,939.76
Junction - Junct,8785.07,2 Yr 24 Hr,801.8,934.2
Junction - Junct,8785.07,5 Yr 24 Hr,1271.1,935.2
Junction - Junct,8785.07,10 Yr 24 Hr,1787.6,935.91
Junction - Junct,8785.07,25 Yr 24 Hr,2754.8,936.7
Junction - Junct,8785.07,50 Yr 24 Hr,3668.7,937.29
Junction - Junct,8785.07,100 Yr 24 Hr,4805.6,937.9
Junction - Junct,8785.07,200 Yr 24 Hr,6055.7,938.27
Junction - Junct,8785.07,500 Yr 24 Hr,8033.5,939.48
Junction - Junct,8629.60*,2 Yr 24 Hr,801.8,933.62
Junction - Junct,8629.60*,5 Yr 24 Hr,1271.1,934.48
Junction - Junct,8629.60*,10 Yr 24 Hr,1787.6,935.2
Junction - Junct,8629.60*,25 Yr 24 Hr,2754.8,936.07
Junction - Junct,8629.60*,50 Yr 24 Hr,3668.7,936.75
Junction - Junct,8629.60*,100 Yr 24 Hr,4805.6,937.46
Junction - Junct,8629.60*,200 Yr 24 Hr,6055.7,937.79
Junction - Junct,8629.60*,500 Yr 24 Hr,8033.5,939.23
Junction - Junct,8474.13*,2 Yr 24 Hr,801.8,932.96
Junction - Junct,8474.13*,5 Yr 24 Hr,1271.1,933.74
Junction - Junct,8474.13*,10 Yr 24 Hr,1787.6,934.42
Junction - Junct,8474.13*,25 Yr 24 Hr,2754.8,935.4
Junction - Junct,8474.13*,50 Yr 24 Hr,3668.7,936.35
Junction - Junct,8474.13*,100 Yr 24 Hr,4805.6,937.15
Junction - Junct,8474.13*,200 Yr 24 Hr,6055.7,937.41
Junction - Junct,8474.13*,500 Yr 24 Hr,8033.5,939.04
Junction - Junct,8318.66,2 Yr 24 Hr,801.8,932.36
Junction - Junct,8318.66,5 Yr 24 Hr,1271.1,933.23
Junction - Junct,8318.66,10 Yr 24 Hr,1787.6,933.97
Junction - Junct,8318.66,25 Yr 24 Hr,2754.8,935.07
Junction - Junct,8318.66,50 Yr 24 Hr,3668.7,936.15
Junction - Junct,8318.66,100 Yr 24 Hr,4805.6,936.98
Junction - Junct,8318.66,200 Yr 24 Hr,6055.7,937.19
Junction - Junct,8318.66,500 Yr 24 Hr,8033.5,938.93
Junction - Junct,8163.79*,2 Yr 24 Hr,801.8,931.86
Junction - Junct,8163.79*,5 Yr 24 Hr,1271.1,932.8
Junction - Junct,8163.79*,10 Yr 24 Hr,1787.6,933.56
Junction - Junct,8163.79*,25 Yr 24 Hr,2754.8,934.81
Junction - Junct,8163.79*,50 Yr 24 Hr,3668.7,936.01
Junction - Junct,8163.79*,100 Yr 24 Hr,4805.6,936.86
Junction - Junct,8163.79*,200 Yr 24 Hr,6055.7,937.02
Junction - Junct,8163.79*,500 Yr 24 Hr,8033.5,938.84
Junction - Junct,8008.93*,2 Yr 24 Hr,801.8,931.48
Junction - Junct,8008.93*,5 Yr 24 Hr,1271.1,932.46
Junction - Junct,8008.93*,10 Yr 24 Hr,1787.6,933.26
Junction - Junct,8008.93*,25 Yr 24 Hr,2754.8,934.64
Junction - Junct,8008.93*,50 Yr 24 Hr,3668.7,935.9
Junction - Junct,8008.93*,100 Yr 24 Hr,4805.6,936.76
Junction - Junct,8008.93*,200 Yr 24 Hr,6055.7,936.88
Junction - Junct,8008.93*,500 Yr 24 Hr,8033.5,938.76
Junction - Junct,7854.06,2 Yr 24 Hr,801.8,931.25
Junction - Junct,7854.06,5 Yr 24 Hr,1271.1,932.24
Junction - Junct,7854.06,10 Yr 24 Hr,1787.6,933.08
Junction - Junct,7854.06,25 Yr 24 Hr,2754.8,934.53
Junction - Junct,7854.06,50 Yr 24 Hr,3668.7,935.83
Junction - Junct,7854.06,100 Yr 24 Hr,4805.6,936.7
Junction - Junct,7854.06,200 Yr 24 Hr,6055.7,936.78
Junction - Junct,7854.06,500 Yr 24 Hr,8033.5,938.7
Junction - Junct,7660.29*,2 Yr 24 Hr,801.8,931.01
Junction - Junct,7660.29*,5 Yr 24 Hr,1271.1,932.03
Junction - Junct,7660.29*,10 Yr 24 Hr,1787.6,932.92
Junction - Junct,7660.29*,25 Yr 24 Hr,2754.8,934.45
Junction - Junct,7660.29*,50 Yr 24 Hr,3668.7,935.77
Junction - Junct,7660.29*,100 Yr 24 Hr,4805.6,936.64
Junction - Junct,7660.29*,200 Yr 24 Hr,6055.7,936.69
Junction - Junct,7660.29*,500 Yr 24 Hr,8033.5,938.64
Junction - Junct,7466.52,2 Yr 24 Hr,801.8,930.79
Junction - Junct,7466.52,5 Yr 24 Hr,1271.1,931.88
Junction - Junct,7466.52,10 Yr 24 Hr,1787.6,932.82
Junction - Junct,7466.52,25 Yr 24 Hr,2754.8,934.39
Junction - Junct,7466.52,50 Yr 24 Hr,3668.7,935.73
Junction - Junct,7466.52,100 Yr 24 Hr,4805.6,936.6
Junction - Junct,7466.52,200 Yr 24 Hr,6055.7,936.63
Junction - Junct,7466.52,500 Yr 24 Hr,8033.5,938.61
Junction - Junct,7318.23,2 Yr 24 Hr,801.8,930.5
Junction - Junct,7318.23,5 Yr 24 Hr,1271.1,931.54
Junction - Junct,7318.23,10 Yr 24 Hr,1787.6,932.42
Junction - Junct,7318.23,25 Yr 24 Hr,2754.8,933.87
Junction - Junct,7318.23,50 Yr 24 Hr,3668.7,935.7
Junction - Junct,7318.23,100 Yr 24 Hr,4805.6,936.57
Junction - Junct,7318.23,200 Yr 24 Hr,6055.7,936.59
Junction - Junct,7318.23,500 Yr 24 Hr,8033.5,938.57
Junction - Junct,7245.23,,Bridge,
Junction - Junct,7184.91,2 Yr 24 Hr,801.8,929.79
Junction - Junct,7184.91,5 Yr 24 Hr,1271.1,930.57
Junction - Junct,7184.91,10 Yr 24 Hr,1787.6,931.17
Junction - Junct,7184.91,25 Yr 24 Hr,2754.8,931.97
Junction - Junct,7184.91,50 Yr 24 Hr,3668.7,932.54
Junction - Junct,7184.91,100 Yr 24 Hr,4805.6,933.09
Junction - Junct,7184.91,200 Yr 24 Hr,6055.7,933.62
Junction - Junct,7184.91,500 Yr 24 Hr,8033.5,934
Junction - Junct,7082.39*,2 Yr 24 Hr,801.8,928.96
Junction - Junct,7082.39*,5 Yr 24 Hr,1271.1,929.68
Junction - Junct,7082.39*,10 Yr 24 Hr,1787.6,930.3
Junction - Junct,7082.39*,25 Yr 24 Hr,2754.8,930.32
Junction - Junct,7082.39*,50 Yr 24 Hr,3668.7,930.88
Junction - Junct,7082.39*,100 Yr 24 Hr,4805.6,931.54
Junction - Junct,7082.39*,200 Yr 24 Hr,6055.7,931.96
Junction - Junct,7082.39*,500 Yr 24 Hr,8033.5,932.84
Junction - Junct,6979.86,2 Yr 24 Hr,801.8,928.28
Junction - Junct,6979.86,5 Yr 24 Hr,1271.1,928.99
Junction - Junct,6979.86,10 Yr 24 Hr,1787.6,929.58
Junction - Junct,6979.86,25 Yr 24 Hr,2754.8,930.2
Junction - Junct,6979.86,50 Yr 24 Hr,3668.7,930.8
Junction - Junct,6979.86,100 Yr 24 Hr,4805.6,931.47
Junction - Junct,6979.86,200 Yr 24 Hr,6055.7,931.97
Junction - Junct,6979.86,500 Yr 24 Hr,8033.5,932.63
Junction - Junct,6821.51*,2 Yr 24 Hr,801.8,927.54
Junction - Junct,6821.51*,5 Yr 24 Hr,1271.1,928.33
Junction - Junct,6821.51*,10 Yr 24 Hr,1787.6,928.96
Junction - Junct,6821.51*,25 Yr 24 Hr,2754.8,929.81
Junction - Junct,6821.51*,50 Yr 24 Hr,3668.7,930.43
Junction - Junct,6821.51*,100 Yr 24 Hr,4805.6,931.09
Junction - Junct,6821.51*,200 Yr 24 Hr,6055.7,931.6
Junction - Junct,6821.51*,500 Yr 24 Hr,8033.5,932.27
Junction - Junct,6663.16*,2 Yr 24 Hr,801.8,926.76
Junction - Junct,6663.16*,5 Yr 24 Hr,1271.1,927.59
Junction - Junct,6663.16*,10 Yr 24 Hr,1787.6,928.28
Junction - Junct,6663.16*,25 Yr 24 Hr,2754.8,929.25
Junction - Junct,6663.16*,50 Yr 24 Hr,3668.7,929.94
Junction - Junct,6663.16*,100 Yr 24 Hr,4805.6,930.61
Junction - Junct,6663.16*,200 Yr 24 Hr,6055.7,931.17
Junction - Junct,6663.16*,500 Yr 24 Hr,8033.5,931.86
Junction - Junct,6504.81*,2 Yr 24 Hr,801.8,925.94
Junction - Junct,6504.81*,5 Yr 24 Hr,1271.1,926.81
Junction - Junct,6504.81*,10 Yr 24 Hr,1787.6,927.54
Junction - Junct,6504.81*,25 Yr 24 Hr,2754.8,928.57
Junction - Junct,6504.81*,50 Yr 24 Hr,3668.7,929.31
Junction - Junct,6504.81*,100 Yr 24 Hr,4805.6,930.02
Junction - Junct,6504.81*,200 Yr 24 Hr,6055.7,930.6
Junction - Junct,6504.81*,500 Yr 24 Hr,8033.5,931.38
Junction - Junct,6346.46,2 Yr 24 Hr,824.2,925.2
Junction - Junct,6346.46,5 Yr 24 Hr,1324,926.13
Junction - Junct,6346.46,10 Yr 24 Hr,1879.5,926.87
Junction - Junct,6346.46,25 Yr 24 Hr,2886.8,927.88
Junction - Junct,6346.46,50 Yr 24 Hr,3838.9,928.6
Junction - Junct,6346.46,100 Yr 24 Hr,5022.8,929.28
Junction - Junct,6346.46,200 Yr 24 Hr,6323.1,929.89
Junction - Junct,6346.46,500 Yr 24 Hr,8381.3,930.7
Junction - Junct,6182.40*,2 Yr 24 Hr,824.2,924.54
Junction - Junct,6182.40*,5 Yr 24 Hr,1324,925.53
Junction - Junct,6182.40*,10 Yr 24 Hr,1879.5,926.23
Junction - Junct,6182.40*,25 Yr 24 Hr,2886.8,927.19
Junction - Junct,6182.40*,50 Yr 24 Hr,3838.9,927.88
Junction - Junct,6182.40*,100 Yr 24 Hr,5022.8,928.54
Junction - Junct,6182.40*,200 Yr 24 Hr,6323.1,929.17
Junction - Junct,6182.40*,500 Yr 24 Hr,8381.3,929.99
Junction - Junct,6018.34*,2 Yr 24 Hr,824.2,924.07
Junction - Junct,6018.34*,5 Yr 24 Hr,1324,925.08
Junction - Junct,6018.34*,10 Yr 24 Hr,1879.5,925.7
Junction - Junct,6018.34*,25 Yr 24 Hr,2886.8,926.59
Junction - Junct,6018.34*,50 Yr 24 Hr,3838.9,927.25
Junction - Junct,6018.34*,100 Yr 24 Hr,5022.8,927.89
Junction - Junct,6018.34*,200 Yr 24 Hr,6323.1,928.54
Junction - Junct,6018.34*,500 Yr 24 Hr,8381.3,929.35
Junction - Junct,5854.28,2 Yr 24 Hr,824.2,923.8
Junction - Junct,5854.28,5 Yr 24 Hr,1324,924.79
Junction - Junct,5854.28,10 Yr 24 Hr,1879.5,925.34
Junction - Junct,5854.28,25 Yr 24 Hr,2886.8,926.17
Junction - Junct,5854.28,50 Yr 24 Hr,3838.9,926.8
Junction - Junct,5854.28,100 Yr 24 Hr,5022.8,927.42
Junction - Junct,5854.28,200 Yr 24 Hr,6323.1,928.08
Junction - Junct,5854.28,500 Yr 24 Hr,8381.3,928.82
Junction - Junct,5689.16*,2 Yr 24 Hr,824.2,923.58
Junction - Junct,5689.16*,5 Yr 24 Hr,1324,924.54
Junction - Junct,5689.16*,10 Yr 24 Hr,1879.5,925
Junction - Junct,5689.16*,25 Yr 24 Hr,2886.8,925.7
Junction - Junct,5689.16*,50 Yr 24 Hr,3838.9,926.28
Junction - Junct,5689.16*,100 Yr 24 Hr,5022.8,926.84
Junction - Junct,5689.16*,200 Yr 24 Hr,6323.1,927.45
Junction - Junct,5689.16*,500 Yr 24 Hr,8381.3,928.15
Junction - Junct,5524.05*,2 Yr 24 Hr,824.2,923.33
Junction - Junct,5524.05*,5 Yr 24 Hr,1324,924.29
Junction - Junct,5524.05*,10 Yr 24 Hr,1879.5,924.64
Junction - Junct,5524.05*,25 Yr 24 Hr,2886.8,925.23
Junction - Junct,5524.05*,50 Yr 24 Hr,3838.9,925.75
Junction - Junct,5524.05*,100 Yr 24 Hr,5022.8,926.33
Junction - Junct,5524.05*,200 Yr 24 Hr,6323.1,926.94
Junction - Junct,5524.05*,500 Yr 24 Hr,8381.3,927.62
Junction - Junct,5358.93,2 Yr 24 Hr,824.2,923.04
Junction - Junct,5358.93,5 Yr 24 Hr,1324,924
Junction - Junct,5358.93,10 Yr 24 Hr,1879.5,924.38
Junction - Junct,5358.93,25 Yr 24 Hr,2886.8,924.92
Junction - Junct,5358.93,50 Yr 24 Hr,3838.9,925.43
Junction - Junct,5358.93,100 Yr 24 Hr,5022.8,926.02
Junction - Junct,5358.93,200 Yr 24 Hr,6323.1,926.66
Junction - Junct,5358.93,500 Yr 24 Hr,8381.3,927.32
Junction - Junct,5192.92*,2 Yr 24 Hr,824.2,922.68
Junction - Junct,5192.92*,5 Yr 24 Hr,1324,923.67
Junction - Junct,5192.92*,10 Yr 24 Hr,1879.5,924.1
Junction - Junct,5192.92*,25 Yr 24 Hr,2886.8,924.58
Junction - Junct,5192.92*,50 Yr 24 Hr,3838.9,925.11
Junction - Junct,5192.92*,100 Yr 24 Hr,5022.8,925.72
Junction - Junct,5192.92*,200 Yr 24 Hr,6323.1,926.38
Junction - Junct,5192.92*,500 Yr 24 Hr,8381.3,927.02
Junction - Junct,5026.91*,2 Yr 24 Hr,824.2,922.2
Junction - Junct,5026.91*,5 Yr 24 Hr,1324,923.18
Junction - Junct,5026.91*,10 Yr 24 Hr,1879.5,923.79
Junction - Junct,5026.91*,25 Yr 24 Hr,2886.8,924.15
Junction - Junct,5026.91*,50 Yr 24 Hr,3838.9,924.69
Junction - Junct,5026.91*,100 Yr 24 Hr,5022.8,925.35
Junction - Junct,5026.91*,200 Yr 24 Hr,6323.1,926.04
Junction - Junct,5026.91*,500 Yr 24 Hr,8381.3,926.65
Junction - Junct,4860.9,2 Yr 24 Hr,824.2,921.43
Junction - Junct,4860.9,5 Yr 24 Hr,1324,922.34
Junction - Junct,4860.9,10 Yr 24 Hr,1879.5,923
Junction - Junct,4860.9,25 Yr 24 Hr,2886.8,923.51
Junction - Junct,4860.9,50 Yr 24 Hr,3838.9,924.16
Junction - Junct,4860.9,100 Yr 24 Hr,5022.8,924.91
Junction - Junct,4860.9,200 Yr 24 Hr,6323.1,925.67
Junction - Junct,4860.9,500 Yr 24 Hr,8381.3,926.22
Junction - Junct,4693.52*,2 Yr 24 Hr,824.2,920.43
Junction - Junct,4693.52*,5 Yr 24 Hr,1324,921.24
Junction - Junct,4693.52*,10 Yr 24 Hr,1879.5,921.84
Junction - Junct,4693.52*,25 Yr 24 Hr,2886.8,922.81
Junction - Junct,4693.52*,50 Yr 24 Hr,3838.9,923.69
Junction - Junct,4693.52*,100 Yr 24 Hr,5022.8,924.55
Junction - Junct,4693.52*,200 Yr 24 Hr,6323.1,925.37
Junction - Junct,4693.52*,500 Yr 24 Hr,8381.3,925.82
Junction - Junct,4526.15*,2 Yr 24 Hr,824.2,919.55
Junction - Junct,4526.15*,5 Yr 24 Hr,1324,920.36
Junction - Junct,4526.15*,10 Yr 24 Hr,1879.5,921.06
Junction - Junct,4526.15*,25 Yr 24 Hr,2886.8,922.27
Junction - Junct,4526.15*,50 Yr 24 Hr,3838.9,923.39
Junction - Junct,4526.15*,100 Yr 24 Hr,5022.8,924.31
Junction - Junct,4526.15*,200 Yr 24 Hr,6323.1,925.14
Junction - Junct,4526.15*,500 Yr 24 Hr,8381.3,925.49
Junction - Junct,4358.77,2 Yr 24 Hr,824.2,919.09
Junction - Junct,4358.77,5 Yr 24 Hr,1324,919.9
Junction - Junct,4358.77,10 Yr 24 Hr,1879.5,920.67
Junction - Junct,4358.77,25 Yr 24 Hr,2886.8,921.95
Junction - Junct,4358.77,50 Yr 24 Hr,3838.9,923.2
Junction - Junct,4358.77,100 Yr 24 Hr,5022.8,924.14
Junction - Junct,4358.77,200 Yr 24 Hr,6323.1,924.99
Junction - Junct,4358.77,500 Yr 24 Hr,8381.3,925.27
Junction - Junct,4217.06*,2 Yr 24 Hr,824.2,918.79
Junction - Junct,4217.06*,5 Yr 24 Hr,1324,919.63
Junction - Junct,4217.06*,10 Yr 24 Hr,1879.5,920.43
Junction - Junct,4217.06*,25 Yr 24 Hr,2886.8,921.77
Junction - Junct,4217.06*,50 Yr 24 Hr,3838.9,923.09
Junction - Junct,4217.06*,100 Yr 24 Hr,5022.8,924.03
Junction - Junct,4217.06*,200 Yr 24 Hr,6323.1,924.89
Junction - Junct,4217.06*,500 Yr 24 Hr,8381.3,925.12
Junction - Junct,4075.35*,2 Yr 24 Hr,824.2,918.48
Junction - Junct,4075.35*,5 Yr 24 Hr,1324,919.37
Junction - Junct,4075.35*,10 Yr 24 Hr,1879.5,920.23
Junction - Junct,4075.35*,25 Yr 24 Hr,2886.8,921.64
Junction - Junct,4075.35*,50 Yr 24 Hr,3838.9,923.01
Junction - Junct,4075.35*,100 Yr 24 Hr,5022.8,923.94
Junction - Junct,4075.35*,200 Yr 24 Hr,6323.1,924.82
Junction - Junct,4075.35*,500 Yr 24 Hr,8381.3,925.01
Junction - Junct,3933.64,2 Yr 24 Hr,824.2,918.14
Junction - Junct,3933.64,5 Yr 24 Hr,1324,919.16
Junction - Junct,3933.64,10 Yr 24 Hr,1879.5,920.08
Junction - Junct,3933.64,25 Yr 24 Hr,2886.8,921.55
Junction - Junct,3933.64,50 Yr 24 Hr,3838.9,922.96
Junction - Junct,3933.64,100 Yr 24 Hr,5022.8,923.87
Junction - Junct,3933.64,200 Yr 24 Hr,6323.1,924.76
Junction - Junct,3933.64,500 Yr 24 Hr,8381.3,924.92
Junction - Junct,3797.99,2 Yr 24 Hr,824.2,917.66
Junction - Junct,3797.99,5 Yr 24 Hr,1324,918.68
Junction - Junct,3797.99,10 Yr 24 Hr,1879.5,919.55
Junction - Junct,3797.99,25 Yr 24 Hr,2886.8,920.93
Junction - Junct,3797.99,50 Yr 24 Hr,3838.9,922.9
Junction - Junct,3797.99,100 Yr 24 Hr,5022.8,923.82
Junction - Junct,3797.99,200 Yr 24 Hr,6323.1,924.71
Junction - Junct,3797.99,500 Yr 24 Hr,8381.3,924.84
Junction - Junct,3749.99,,Bridge,
Junction - Junct,3680.32,2 Yr 24 Hr,824.2,917.23
Junction - Junct,3680.32,5 Yr 24 Hr,1324,918.1
Junction - Junct,3680.32,10 Yr 24 Hr,1879.5,918.83
Junction - Junct,3680.32,25 Yr 24 Hr,2886.8,919.72
Junction - Junct,3680.32,50 Yr 24 Hr,3838.9,920.43
Junction - Junct,3680.32,100 Yr 24 Hr,5022.8,921.18
Junction - Junct,3680.32,200 Yr 24 Hr,6323.1,921.27
Junction - Junct,3680.32,500 Yr 24 Hr,8381.3,921.63
Junction - Junct,3537.59*,2 Yr 24 Hr,824.2,916.87
Junction - Junct,3537.59*,5 Yr 24 Hr,1324,917.61
Junction - Junct,3537.59*,10 Yr 24 Hr,1879.5,918.22
Junction - Junct,3537.59*,25 Yr 24 Hr,2886.8,918.79
Junction - Junct,3537.59*,50 Yr 24 Hr,3838.9,919.26
Junction - Junct,3537.59*,100 Yr 24 Hr,5022.8,919.74
Junction - Junct,3537.59*,200 Yr 24 Hr,6323.1,920.26
Junction - Junct,3537.59*,500 Yr 24 Hr,8381.3,920.93
Junction - Junct,3394.86,2 Yr 24 Hr,824.2,916.51
Junction - Junct,3394.86,5 Yr 24 Hr,1324,917.11
Junction - Junct,3394.86,10 Yr 24 Hr,1879.5,917.58
Junction - Junct,3394.86,25 Yr 24 Hr,2886.8,918.14
Junction - Junct,3394.86,50 Yr 24 Hr,3838.9,918.59
Junction - Junct,3394.86,100 Yr 24 Hr,5022.8,919.07
Junction - Junct,3394.86,200 Yr 24 Hr,6323.1,919.54
Junction - Junct,3394.86,500 Yr 24 Hr,8381.3,920.24
Junction - Junct,3242.44*,2 Yr 24 Hr,824.2,916.03
Junction - Junct,3242.44*,5 Yr 24 Hr,1324,916.51
Junction - Junct,3242.44*,10 Yr 24 Hr,1879.5,916.89
Junction - Junct,3242.44*,25 Yr 24 Hr,2886.8,917.43
Junction - Junct,3242.44*,50 Yr 24 Hr,3838.9,917.86
Junction - Junct,3242.44*,100 Yr 24 Hr,5022.8,918.33
Junction - Junct,3242.44*,200 Yr 24 Hr,6323.1,918.81
Junction - Junct,3242.44*,500 Yr 24 Hr,8381.3,919.53
Junction - Junct,3090.02*,2 Yr 24 Hr,824.2,915.33
Junction - Junct,3090.02*,5 Yr 24 Hr,1324,915.72
Junction - Junct,3090.02*,10 Yr 24 Hr,1879.5,916.07
Junction - Junct,3090.02*,25 Yr 24 Hr,2886.8,916.6
Junction - Junct,3090.02*,50 Yr 24 Hr,3838.9,917.03
Junction - Junct,3090.02*,100 Yr 24 Hr,5022.8,917.51
Junction - Junct,3090.02*,200 Yr 24 Hr,6323.1,918.02
Junction - Junct,3090.02*,500 Yr 24 Hr,8381.3,918.78
Junction - Junct,2937.6,2 Yr 24 Hr,824.2,914.46
Junction - Junct,2937.6,5 Yr 24 Hr,1324,914.85
Junction - Junct,2937.6,10 Yr 24 Hr,1879.5,915.21
Junction - Junct,2937.6,25 Yr 24 Hr,2886.8,915.77
Junction - Junct,2937.6,50 Yr 24 Hr,3838.9,916.22
Junction - Junct,2937.6,100 Yr 24 Hr,5022.8,916.73
Junction - Junct,2937.6,200 Yr 24 Hr,6323.1,917.27
Junction - Junct,2937.6,500 Yr 24 Hr,8381.3,918.02
Junction - Junct,2764.34*,2 Yr 24 Hr,824.2,913.2
Junction - Junct,2764.34*,5 Yr 24 Hr,1324,913.63
Junction - Junct,2764.34*,10 Yr 24 Hr,1879.5,914.06
Junction - Junct,2764.34*,25 Yr 24 Hr,2886.8,914.79
Junction - Junct,2764.34*,50 Yr 24 Hr,3838.9,915.36
Junction - Junct,2764.34*,100 Yr 24 Hr,5022.8,915.94
Junction - Junct,2764.34*,200 Yr 24 Hr,6323.1,916.5
Junction - Junct,2764.34*,500 Yr 24 Hr,8381.3,917.23
Junction - Junct,2591.09*,2 Yr 24 Hr,824.2,911.97
Junction - Junct,2591.09*,5 Yr 24 Hr,1324,912.7
Junction - Junct,2591.09*,10 Yr 24 Hr,1879.5,913.31
Junction - Junct,2591.09*,25 Yr 24 Hr,2886.8,914.16
Junction - Junct,2591.09*,50 Yr 24 Hr,3838.9,914.79
Junction - Junct,2591.09*,100 Yr 24 Hr,5022.8,915.39
Junction - Junct,2591.09*,200 Yr 24 Hr,6323.1,915.96
Junction - Junct,2591.09*,500 Yr 24 Hr,8381.3,916.64
Junction - Junct,2417.83,2 Yr 24 Hr,961.1,911.56
Junction - Junct,2417.83,5 Yr 24 Hr,1560.2,912.36
Junction - Junct,2417.83,10 Yr 24 Hr,2195.9,913
Junction - Junct,2417.83,25 Yr 24 Hr,3343.4,913.84
Junction - Junct,2417.83,50 Yr 24 Hr,4424.6,914.46
Junction - Junct,2417.83,100 Yr 24 Hr,5756.5,915.02
Junction - Junct,2417.83,200 Yr 24 Hr,7236.8,915.55
Junction - Junct,2417.83,500 Yr 24 Hr,9589.3,916.16
Junction - Junct,2283.52*,2 Yr 24 Hr,961.1,911.17
Junction - Junct,2283.52*,5 Yr 24 Hr,1560.2,911.92
Junction - Junct,2283.52*,10 Yr 24 Hr,2195.9,912.52
Junction - Junct,2283.52*,25 Yr 24 Hr,3343.4,913.27
Junction - Junct,2283.52*,50 Yr 24 Hr,4424.6,913.8
Junction - Junct,2283.52*,100 Yr 24 Hr,5756.5,914.3
Junction - Junct,2283.52*,200 Yr 24 Hr,7236.8,914.81
Junction - Junct,2283.52*,500 Yr 24 Hr,9589.3,915.33
Junction - Junct,2149.22*,2 Yr 24 Hr,961.1,910.68
Junction - Junct,2149.22*,5 Yr 24 Hr,1560.2,911.32
Junction - Junct,2149.22*,10 Yr 24 Hr,2195.9,911.82
Junction - Junct,2149.22*,25 Yr 24 Hr,3343.4,912.44
Junction - Junct,2149.22*,50 Yr 24 Hr,4424.6,913.01
Junction - Junct,2149.22*,100 Yr 24 Hr,5756.5,913.33
Junction - Junct,2149.22*,200 Yr 24 Hr,7236.8,913.74
Junction - Junct,2149.22*,500 Yr 24 Hr,9589.3,914.28
Junction - Junct,2014.91,2 Yr 24 Hr,961.1,910.21
Junction - Junct,2014.91,5 Yr 24 Hr,1560.2,910.78
Junction - Junct,2014.91,10 Yr 24 Hr,2195.9,911.28
Junction - Junct,2014.91,25 Yr 24 Hr,3343.4,911.74
Junction - Junct,2014.91,50 Yr 24 Hr,4424.6,912.36
Junction - Junct,2014.91,100 Yr 24 Hr,5756.5,912.51
Junction - Junct,2014.91,200 Yr 24 Hr,7236.8,912.89
Junction - Junct,2014.91,500 Yr 24 Hr,9589.3,913.41
Junction - Junct,1841.73*,2 Yr 24 Hr,961.1,909.57
Junction - Junct,1841.73*,5 Yr 24 Hr,1560.2,910.12
Junction - Junct,1841.73*,10 Yr 24 Hr,2195.9,910.67
Junction - Junct,1841.73*,25 Yr 24 Hr,3343.4,911.21
Junction - Junct,1841.73*,50 Yr 24 Hr,4424.6,910.98
Junction - Junct,1841.73*,100 Yr 24 Hr,5756.5,911.34
Junction - Junct,1841.73*,200 Yr 24 Hr,7236.8,911.7
Junction - Junct,1841.73*,500 Yr 24 Hr,9589.3,912.23
Junction - Junct,1668.54*,2 Yr 24 Hr,961.1,908.9
Junction - Junct,1668.54*,5 Yr 24 Hr,1560.2,909.45
Junction - Junct,1668.54*,10 Yr 24 Hr,2195.9,908.73
Junction - Junct,1668.54*,25 Yr 24 Hr,3343.4,909.28
Junction - Junct,1668.54*,50 Yr 24 Hr,4424.6,909.76
Junction - Junct,1668.54*,100 Yr 24 Hr,5756.5,910.19
Junction - Junct,1668.54*,200 Yr 24 Hr,7236.8,910.61
Junction - Junct,1668.54*,500 Yr 24 Hr,9589.3,911.19
Junction - Junct,1495.36,2 Yr 24 Hr,961.1,908.18
Junction - Junct,1495.36,5 Yr 24 Hr,1560.2,908.15
Junction - Junct,1495.36,10 Yr 24 Hr,2195.9,908.53
Junction - Junct,1495.36,25 Yr 24 Hr,3343.4,908.83
Junction - Junct,1495.36,50 Yr 24 Hr,4424.6,909.14
Junction - Junct,1495.36,100 Yr 24 Hr,5756.5,909.57
Junction - Junct,1495.36,200 Yr 24 Hr,7236.8,909.99
Junction - Junct,1495.36,500 Yr 24 Hr,9589.3,910.58
Junction - Junct,1331.36*,2 Yr 24 Hr,961.1,907.4
Junction - Junct,1331.36*,5 Yr 24 Hr,1560.2,907.69
Junction - Junct,1331.36*,10 Yr 24 Hr,2195.9,907.72
Junction - Junct,1331.36*,25 Yr 24 Hr,3343.4,908.43
